0 -90 2.83903
0 -89 2.70203
0 -88 2.62855
0 -87 2.6063
0 -86 2.61685
0 -85 2.56238
0 -84 2.46532
0 -83 2.31529
0 -82 2.18228
0 -81 2.2375
0 -80 2.36013
0 -79 2.42132
0 -78 2.5251
0 -77 2.64433
0 -76 2.78954
0 -75 2.86518
0 -74 2.63661
0 -73 2.00926
0 -72 0.921023
0 -71 0.0974792
0 -70 -0.0158526
0 -69 0.000420714
0 -68 -7.74478e-05
0 -67 0.00050374
0 -66 -7.74478e-05
0 -65 -0.00123982
0 -64 -0.000575609
0 -63 0.00025466
0 -62 -0.000326529
0 -61 -0.000409555
0 -60 0.00050374
0 -59 8.8606e-05
0 -58 0.00025466
0 -57 0.000337687
0 -56 8.8606e-05
0 -55 0.000420714
0 -54 0.000752821
0 -53 -7.74478e-05
0 -52 -0.000326529
0 -51 -0.000492582
0 -50 0.000337687
0 -49 8.8606e-05
0 -48 5.57908e-06
0 -47 0.000669794
0 -46 -0.00140588
0 -45 0.000337687
0 -44 5.57908e-06
0 -43 -0.000907717
0 -42 -7.74478e-05
0 -41 0.000337687
0 -40 -0.000326529
0 -39 0.000752821
0 -38 0.00025466
0 -37 -0.000160475
0 -36 -0.000326529
0 -35 0.000337687
0 -34 0.000669794
0 -33 0.000669794
0 -32 -0.000492582
0 -31 5.57908e-06
0 -30 -0.000326529
0 -29 -0.000326529
0 -28 -0.000326529
0 -27 0.000669794
0 -26 -0.000326529
0 -25 -0.000409555
0 -24 8.8606e-05
0 -23 -0.000160475
0 -22 -0.000160475
0 -21 -0.000492582
0 -20 -0.00082469
0 -19 -7.74478e-05
0 -18 0.000752821
0 -17 0.000835848
0 -16 0.000420714
0 -15 8.8606e-05
0 -14 -0.000409555
0 -13 0.00025466
0 -12 5.57908e-06
0 -11 -0.000492582
0 -10 0.000420714
0 -9 0.000337687
0 -8 0.000420714
0 -7 0.000752821
0 -6 -0.000160475
0 -5 -0.000160475
0 -4 0.000337687
0 -3 0.000669794
0 -2 8.8606e-05
0 -1 -0.00132285
0 0 0.000835848
0 1 -0.000575609
0 2 -0.000492582
0 3 -0.000160475
0 4 -0.00132285
0 5 0.0123766
0 6 0.10985
0 7 0.166641
0 8 0.166475
0 9 0.161991
0 10 0.165229
0 11 0.222435
0 12 0.270922
0 13 0.283875
0 14 0.283875
0 15 0.27798
0 16 0.286697
0 17 0.315342
0 18 0.411487
0 19 0.453582
0 20 0.430749
0 21 0.399946
0 22 0.363165
0 23 0.32763
0 24 0.314511
0 25 0.301144
0 26 0.255479
0 27 0.272583
0 28 0.290849
0 29 0.309364
0 30 0.458397
0 31 0.602781
0 32 0.776556
0 33 1.0899
0 34 1.12328
0 35 0.738613
0 36 0.0778018
0 37 -0.0223287
0 38 0.0334654
0 39 0.145718
0 40 0.437391
0 41 0.449513
0 42 0.693861
0 43 0.787848
0 44 0.154685
0 45 0.0715748
0 46 0.111096
0 47 0.0950714
0 48 0.118983
0 49 0.149288
0 50 0.0221738
0 51 0.0346278
0 52 0.05389
0 53 0.0334654
0 54 0.01055
0 55 -0.00406274
0 56 -0.00622144
0 57 -0.0058063
0 58 -0.00514209
0 59 -0.000409555
0 60 0.00365876
0 61 8.8606e-05
0 62 -7.74478e-05
0 63 0.00208125
0 64 -0.000907717
0 65 0.00050374
0 66 -0.000409555
0 67 0.000752821
0 68 0.00050374
0 69 0.00116796
0 70 0.00133401
0 71 -0.00157193
0 72 0.000752821
0 73 5.57908e-06
0 74 0.000835848
0 75 0.00174914
0 76 0.00257941
0 77 -0.00290036
0 78 0.00133401
0 79 0.00025466
